feature_group_a,feature_value_a,feature_group_b,feature_value_b,article_count,article_pct
library_context,academic_library,service_area,outreach_and_partnerships,114,1.6
intended_outcome,not_applicable,primary_methodology,qualitative_study,114,1.6
audience,general_public,library_context,academic_library,113,1.6
audience,educators,intended_outcome,discovery_and_advisory,113,1.6
audience,educators,intended_outcome,cultural_stewardship_and_preservation,113,1.6
intended_outcome,creativity_and_production,service_area,community_and_inclusion,112,1.6
audience,children,peer_review,peer_reviewed,112,1.6
audience,children,game_format,unspecified_game_format,112,1.6
audience,general_public,coding_confidence,low,112,1.6
audience,children,source_type,peer_reviewed_journal_article,112,1.6
evidence_type,instrument_or_framework_development,intended_outcome,learning_and_literacy,111,1.5
audience,general_public,primary_methodology,unspecified,110,1.5
intended_outcome,cultural_stewardship_and_preservation,library_context,academic_library,109,1.5
primary_methodology,qualitative_study,service_area,collections_and_access,109,1.5
library_context,academic_library,service_area,creation_and_making,108,1.5
intended_outcome,creativity_and_production,intended_outcome,institutional_capacity,108,1.5
evidence_type,theoretical_or_conceptual,service_area,outreach_and_partnerships,107,1.5
intended_outcome,discovery_and_advisory,service_area,learning_and_literacy,107,1.5
intended_outcome,not_applicable,service_area,programming_and_facilitation,107,1.5
intended_outcome,engagement_and_participation,service_area,discovery_and_advisory,106,1.5
audience,teens,source_type,peer_reviewed_journal_article,105,1.5
audience,teens,peer_review,peer_reviewed,105,1.5
intended_outcome,engagement_and_participation,primary_methodology,survey,104,1.4
library_context,cultural_heritage_institution,service_area,collections_and_access,104,1.4
audience,teens,game_format,unspecified_game_format,101,1.4
intended_outcome,institutional_capacity,service_area,programming_and_facilitation,100,1.4
audience,students,intended_outcome,belonging_and_community,100,1.4
intended_outcome,creativity_and_production,intended_outcome,engagement_and_participation,100,1.4
service_area,collections_and_access,service_area,creation_and_making,99,1.4
intended_outcome,institutional_capacity,primary_methodology,survey,99,1.4
intended_outcome,not_applicable,primary_methodology,theoretical_or_conceptual,98,1.4
intended_outcome,belonging_and_community,service_area,community_and_inclusion,98,1.4
evidence_type,implementation_case,library_context,academic_library,98,1.4
intended_outcome,engagement_and_participation,service_area,professional_capacity,97,1.3
intended_outcome,equitable_access,library_context,academic_library,97,1.3
evidence_type,theoretical_or_conceptual,intended_outcome,belonging_and_community,97,1.3
library_context,academic_library,primary_methodology,case_or_design_study,95,1.3
evidence_type,theoretical_or_conceptual,library_context,cultural_heritage_institution,94,1.3
primary_methodology,survey,service_area,community_and_inclusion,94,1.3
intended_outcome,institutional_capacity,service_area,community_and_inclusion,93,1.3
audience,general_public,evidence_type,empirical_study,93,1.3
evidence_type,instrument_or_framework_development,service_area,learning_and_literacy,92,1.3
evidence_type,implementation_case,service_area,learning_and_literacy,91,1.3
library_context,cultural_heritage_institution,service_area,cultural_heritage_and_research,90,1.2
evidence_type,implementation_case,intended_outcome,learning_and_literacy,90,1.2
intended_outcome,cultural_stewardship_and_preservation,service_area,learning_and_literacy,90,1.2
audience,educators,evidence_type,implementation_case,90,1.2
primary_methodology,experimental_study,service_area,discovery_and_advisory,89,1.2
intended_outcome,belonging_and_community,library_context,academic_library,88,1.2
audience,educators,service_area,creation_and_making,87,1.2
intended_outcome,engagement_and_participation,intended_outcome,institutional_capacity,87,1.2
intended_outcome,wellness_and_resilience,source_type,peer_reviewed_journal_article,87,1.2
intended_outcome,wellness_and_resilience,peer_review,peer_reviewed,87,1.2
service_area,creation_and_making,service_area,learning_and_literacy,85,1.2
audience,educators,intended_outcome,equitable_access,85,1.2
game_format,unspecified_game_format,intended_outcome,wellness_and_resilience,85,1.2
evidence_type,instrument_or_framework_development,service_area,discovery_and_advisory,84,1.2
intended_outcome,creativity_and_production,service_area,professional_capacity,84,1.2
service_area,collections_and_access,service_area,outreach_and_partnerships,82,1.1
intended_outcome,equitable_access,intended_outcome,learning_and_literacy,82,1.1
library_context,school_library,service_area,collections_and_access,82,1.1
intended_outcome,cultural_stewardship_and_preservation,library_context,cultural_heritage_institution,82,1.1
primary_methodology,survey,service_area,discovery_and_advisory,82,1.1
audience,students,intended_outcome,discovery_and_advisory,81,1.1
coding_confidence,low,service_area,space_and_infrastructure,80,1.1
primary_methodology,theoretical_or_conceptual,service_area,collections_and_access,80,1.1
audience,educators,primary_methodology,case_or_design_study,80,1.1
intended_outcome,discovery_and_advisory,service_area,professional_capacity,80,1.1
evidence_type,empirical_study,service_area,space_and_infrastructure,80,1.1
audience,educators,audience,general_public,79,1.1
intended_outcome,creativity_and_production,primary_methodology,qualitative_study,79,1.1
intended_outcome,discovery_and_advisory,service_area,community_and_inclusion,79,1.1
service_area,community_and_inclusion,service_area,outreach_and_partnerships,79,1.1
intended_outcome,learning_and_literacy,primary_methodology,case_or_design_study,78,1.1
primary_methodology,case_or_design_study,service_area,learning_and_literacy,77,1.1
primary_methodology,unspecified,service_area,space_and_infrastructure,77,1.1
service_area,collections_and_access,service_area,professional_capacity,76,1.1
audience,not_applicable,service_area,space_and_infrastructure,76,1.1
primary_methodology,qualitative_study,service_area,community_and_inclusion,75,1.0
intended_outcome,creativity_and_production,primary_methodology,survey,75,1.0
intended_outcome,cultural_stewardship_and_preservation,service_area,programming_and_facilitation,74,1.0
intended_outcome,not_applicable,primary_methodology,experimental_study,74,1.0
intended_outcome,cultural_stewardship_and_preservation,intended_outcome,learning_and_literacy,74,1.0
evidence_type,empirical_study,service_area,cultural_heritage_and_research,74,1.0
evidence_type,theoretical_or_conceptual,service_area,cultural_heritage_and_research,73,1.0
audience,general_public,service_area,collections_and_access,73,1.0
intended_outcome,not_applicable,primary_methodology,evidence_synthesis,73,1.0
evidence_type,evidence_synthesis,intended_outcome,not_applicable,73,1.0
intended_outcome,equitable_access,service_area,learning_and_literacy,72,1.0
service_area,collections_and_access,service_area,cultural_heritage_and_research,72,1.0
audience,general_public,coding_confidence,medium,71,1.0
primary_methodology,theoretical_or_conceptual,service_area,discovery_and_advisory,71,1.0
audience,teens,evidence_type,empirical_study,71,1.0
evidence_type,instrument_or_framework_development,intended_outcome,not_applicable,70,1.0
intended_outcome,cultural_stewardship_and_preservation,service_area,discovery_and_advisory,69,1.0
intended_outcome,belonging_and_community,service_area,collections_and_access,69,1.0
audience,not_applicable,library_context,school_library,69,1.0
audience,general_public,evidence_type,theoretical_or_conceptual,68,0.9
intended_outcome,institutional_capacity,service_area,discovery_and_advisory,68,0.9
evidence_type,content_or_artifact_analysis,library_context,unspecified_library_context,68,0.9
library_context,school_library,service_area,programming_and_facilitation,67,0.9
library_context,multiple_library_types,source_type,peer_reviewed_journal_article,67,0.9
library_context,multiple_library_types,peer_review,peer_reviewed,67,0.9
evidence_type,evidence_synthesis,service_area,discovery_and_advisory,67,0.9
primary_methodology,evidence_synthesis,service_area,discovery_and_advisory,67,0.9
intended_outcome,cultural_stewardship_and_preservation,intended_outcome,institutional_capacity,67,0.9
audience,educators,service_area,discovery_and_advisory,67,0.9
intended_outcome,discovery_and_advisory,intended_outcome,institutional_capacity,67,0.9
audience,not_applicable,evidence_type,content_or_artifact_analysis,66,0.9
audience,children,service_area,learning_and_literacy,66,0.9
audience,students,evidence_type,implementation_case,66,0.9
game_format,unspecified_game_format,library_context,multiple_library_types,65,0.9
primary_methodology,qualitative_study,service_area,discovery_and_advisory,64,0.9
library_context,unspecified_library_context,primary_methodology,content_analysis,64,0.9
coding_confidence,medium,service_area,space_and_infrastructure,64,0.9
audience,children,coding_confidence,low,64,0.9
evidence_type,empirical_study,intended_outcome,wellness_and_resilience,64,0.9
intended_outcome,engagement_and_participation,service_area,programming_and_facilitation,64,0.9
intended_outcome,belonging_and_community,intended_outcome,creativity_and_production,63,0.9
library_context,school_library,service_area,outreach_and_partnerships,63,0.9
service_area,community_and_inclusion,service_area,programming_and_facilitation,63,0.9
audience,students,intended_outcome,equitable_access,63,0.9
service_area,community_and_inclusion,service_area,professional_capacity,62,0.9
intended_outcome,institutional_capacity,service_area,outreach_and_partnerships,62,0.9
audience,not_applicable,primary_methodology,content_analysis,62,0.9
intended_outcome,discovery_and_advisory,intended_outcome,engagement_and_participation,61,0.8
audience,students,audience,teens,61,0.8
intended_outcome,creativity_and_production,service_area,outreach_and_partnerships,61,0.8
audience,children,primary_methodology,unspecified,61,0.8
evidence_type,instrument_or_framework_development,service_area,collections_and_access,61,0.8
primary_methodology,qualitative_study,service_area,professional_capacity,61,0.8
library_context,academic_library,service_area,discovery_and_advisory,60,0.8
audience,teens,service_area,learning_and_literacy,60,0.8
intended_outcome,creativity_and_production,library_context,school_library,60,0.8
intended_outcome,not_applicable,library_context,cultural_heritage_institution,59,0.8
audience,students,service_area,discovery_and_advisory,59,0.8
service_area,professional_capacity,service_area,programming_and_facilitation,59,0.8
audience,students,service_area,creation_and_making,59,0.8
intended_outcome,engagement_and_participation,service_area,outreach_and_partnerships,58,0.8
intended_outcome,belonging_and_community,library_context,school_library,58,0.8
intended_outcome,institutional_capacity,library_context,school_library,58,0.8
service_area,collections_and_access,service_area,space_and_infrastructure,58,0.8
audience,children,evidence_type,empirical_study,57,0.8
primary_methodology,mixed_methods,source_type,peer_reviewed_journal_article,57,0.8
library_context,school_library,service_area,community_and_inclusion,57,0.8
coding_confidence,medium,primary_methodology,mixed_methods,57,0.8
audience,children,audience,educators,57,0.8
peer_review,peer_reviewed,primary_methodology,mixed_methods,57,0.8
primary_methodology,qualitative_study,service_area,creation_and_making,57,0.8
evidence_type,empirical_study,primary_methodology,mixed_methods,57,0.8
intended_outcome,engagement_and_participation,primary_methodology,qualitative_study,56,0.8
audience,students,primary_methodology,case_or_design_study,56,0.8
audience,general_public,intended_outcome,not_applicable,56,0.8
game_format,unspecified_game_format,primary_methodology,mixed_methods,56,0.8
intended_outcome,creativity_and_production,service_area,programming_and_facilitation,56,0.8
audience,educators,audience,teens,56,0.8
audience,teens,coding_confidence,medium,55,0.8
intended_outcome,cultural_stewardship_and_preservation,service_area,community_and_inclusion,55,0.8
evidence_type,implementation_case,service_area,professional_capacity,55,0.8
coding_confidence,medium,intended_outcome,wellness_and_resilience,54,0.7
audience,children,intended_outcome,learning_and_literacy,54,0.7
evidence_type,instrument_or_framework_development,library_context,academic_library,54,0.7
intended_outcome,learning_and_literacy,primary_methodology,theoretical_or_conceptual,54,0.7
evidence_type,implementation_case,service_area,community_and_inclusion,54,0.7
audience,educators,evidence_type,instrument_or_framework_development,54,0.7
evidence_type,implementation_case,intended_outcome,not_applicable,54,0.7
library_context,academic_library,primary_methodology,evidence_synthesis,54,0.7
evidence_type,evidence_synthesis,library_context,academic_library,54,0.7
primary_methodology,survey,service_area,outreach_and_partnerships,53,0.7
audience,children,library_context,school_library,53,0.7
library_context,unspecified_library_context,service_area,space_and_infrastructure,53,0.7
audience,underserved_or_special_population,game_format,unspecified_game_format,52,0.7
audience,teens,library_context,school_library,52,0.7
intended_outcome,belonging_and_community,intended_outcome,institutional_capacity,52,0.7
audience,teens,intended_outcome,learning_and_literacy,52,0.7
audience,underserved_or_special_population,peer_review,peer_reviewed,52,0.7
service_area,community_and_inclusion,service_area,creation_and_making,52,0.7
intended_outcome,creativity_and_production,intended_outcome,discovery_and_advisory,52,0.7
audience,underserved_or_special_population,source_type,peer_reviewed_journal_article,52,0.7
evidence_type,empirical_study,library_context,cultural_heritage_institution,52,0.7
intended_outcome,institutional_capacity,service_area,creation_and_making,52,0.7
audience,students,evidence_type,instrument_or_framework_development,51,0.7
library_context,school_library,primary_methodology,survey,51,0.7
primary_methodology,case_or_design_study,service_area,professional_capacity,51,0.7
intended_outcome,not_applicable,primary_methodology,case_or_design_study,51,0.7
intended_outcome,learning_and_literacy,primary_methodology,evidence_synthesis,50,0.7
evidence_type,evidence_synthesis,intended_outcome,learning_and_literacy,50,0.7
audience,teens,coding_confidence,low,50,0.7
intended_outcome,equitable_access,service_area,community_and_inclusion,50,0.7
intended_outcome,belonging_and_community,intended_outcome,engagement_and_participation,50,0.7
audience,teens,primary_methodology,unspecified,50,0.7
intended_outcome,discovery_and_advisory,primary_methodology,survey,50,0.7
primary_methodology,case_or_design_study,service_area,community_and_inclusion,50,0.7
intended_outcome,cultural_stewardship_and_preservation,primary_methodology,survey,49,0.7
primary_methodology,survey,service_area,programming_and_facilitation,49,0.7
audience,general_public,service_area,professional_capacity,49,0.7
intended_outcome,learning_and_literacy,service_area,space_and_infrastructure,49,0.7
audience,children,library_context,unspecified_library_context,49,0.7
library_context,academic_library,service_area,space_and_infrastructure,49,0.7
coding_confidence,medium,service_area,cultural_heritage_and_research,48,0.7
library_context,academic_library,primary_methodology,theoretical_or_conceptual,48,0.7
audience,children,coding_confidence,medium,48,0.7
service_area,learning_and_literacy,service_area,space_and_infrastructure,48,0.7
audience,students,intended_outcome,cultural_stewardship_and_preservation,48,0.7
audience,children,audience,students,48,0.7
audience,general_public,audience,students,48,0.7
audience,general_public,intended_outcome,learning_and_literacy,48,0.7
intended_outcome,learning_and_literacy,primary_methodology,experimental_study,48,0.7
library_context,school_library,primary_methodology,qualitative_study,48,0.7
library_context,public_library,peer_review,peer_reviewed,47,0.7
audience,adults,source_type,peer_reviewed_journal_article,47,0.7
audience,adults,peer_review,peer_reviewed,47,0.7
intended_outcome,belonging_and_community,primary_methodology,survey,47,0.7
evidence_type,instrument_or_framework_development,intended_outcome,creativity_and_production,47,0.7
library_context,public_library,source_type,peer_reviewed_journal_article,47,0.7
evidence_type,implementation_case,intended_outcome,creativity_and_production,47,0.7
audience,adults,game_format,unspecified_game_format,47,0.7
audience,general_public,service_area,learning_and_literacy,47,0.7
library_context,unspecified_library_context,service_area,cultural_heritage_and_research,46,0.6
audience,general_public,library_context,unspecified_library_context,46,0.6
intended_outcome,belonging_and_community,service_area,professional_capacity,46,0.6
coding_confidence,medium,library_context,cultural_heritage_institution,46,0.6
service_area,discovery_and_advisory,service_area,learning_and_literacy,45,0.6
game_format,unspecified_game_format,library_context,public_library,45,0.6
service_area,outreach_and_partnerships,service_area,professional_capacity,45,0.6
audience,educators,evidence_type,evidence_synthesis,45,0.6
audience,educators,primary_methodology,evidence_synthesis,45,0.6
primary_methodology,theoretical_or_conceptual,service_area,learning_and_literacy,44,0.6
primary_methodology,qualitative_study,service_area,programming_and_facilitation,43,0.6
intended_outcome,engagement_and_participation,library_context,school_library,42,0.6
intended_outcome,equitable_access,primary_methodology,survey,42,0.6
intended_outcome,belonging_and_community,primary_methodology,qualitative_study,42,0.6
audience,educators,intended_outcome,wellness_and_resilience,42,0.6
intended_outcome,institutional_capacity,primary_methodology,qualitative_study,42,0.6
intended_outcome,creativity_and_production,intended_outcome,equitable_access,41,0.6
service_area,outreach_and_partnerships,service_area,programming_and_facilitation,41,0.6
evidence_type,implementation_case,service_area,discovery_and_advisory,41,0.6
intended_outcome,wellness_and_resilience,library_context,academic_library,41,0.6
evidence_type,content_or_artifact_analysis,intended_outcome,not_applicable,41,0.6
intended_outcome,cultural_stewardship_and_preservation,intended_outcome,engagement_and_participation,40,0.6
evidence_type,theoretical_or_conceptual,service_area,space_and_infrastructure,40,0.6
intended_outcome,belonging_and_community,intended_outcome,discovery_and_advisory,40,0.6
audience,older_adults,source_type,peer_reviewed_journal_article,40,0.6
audience,older_adults,peer_review,peer_reviewed,40,0.6
audience,educators,library_context,multiple_library_types,40,0.6
primary_methodology,content_analysis,service_area,learning_and_literacy,40,0.6
evidence_type,evidence_synthesis,service_area,collections_and_access,40,0.6
evidence_type,content_or_artifact_analysis,service_area,learning_and_literacy,40,0.6
audience,older_adults,game_format,unspecified_game_format,40,0.6
audience,educators,evidence_type,content_or_artifact_analysis,40,0.6
primary_methodology,evidence_synthesis,service_area,collections_and_access,40,0.6
audience,educators,primary_methodology,content_analysis,39,0.5
intended_outcome,engagement_and_participation,intended_outcome,equitable_access,39,0.5
intended_outcome,creativity_and_production,intended_outcome,cultural_stewardship_and_preservation,39,0.5
primary_methodology,case_or_design_study,service_area,discovery_and_advisory,39,0.5
coding_confidence,low,library_context,multiple_library_types,39,0.5
library_context,school_library,service_area,professional_capacity,39,0.5
intended_outcome,learning_and_literacy,primary_methodology,content_analysis,38,0.5
intended_outcome,not_applicable,primary_methodology,content_analysis,38,0.5
evidence_type,content_or_artifact_analysis,intended_outcome,learning_and_literacy,38,0.5
evidence_type,evidence_synthesis,service_area,learning_and_literacy,38,0.5
audience,children,evidence_type,theoretical_or_conceptual,38,0.5
primary_methodology,evidence_synthesis,service_area,learning_and_literacy,38,0.5
intended_outcome,learning_and_literacy,intended_outcome,wellness_and_resilience,38,0.5
primary_methodology,survey,service_area,creation_and_making,38,0.5
library_context,multiple_library_types,primary_methodology,unspecified,37,0.5
audience,educators,service_area,space_and_infrastructure,37,0.5
evidence_type,content_or_artifact_analysis,service_area,collections_and_access,37,0.5
service_area,community_and_inclusion,service_area,discovery_and_advisory,37,0.5
intended_outcome,cultural_stewardship_and_preservation,intended_outcome,equitable_access,37,0.5
intended_outcome,discovery_and_advisory,primary_methodology,qualitative_study,37,0.5
service_area,creation_and_making,service_area,outreach_and_partnerships,37,0.5
audience,teens,library_context,unspecified_library_context,37,0.5
intended_outcome,engagement_and_participation,service_area,creation_and_making,36,0.5
intended_outcome,creativity_and_production,primary_methodology,theoretical_or_conceptual,36,0.5
audience,educators,primary_methodology,mixed_methods,36,0.5
intended_outcome,creativity_and_production,primary_methodology,case_or_design_study,36,0.5
intended_outcome,belonging_and_community,service_area,creation_and_making,36,0.5
intended_outcome,belonging_and_community,service_area,programming_and_facilitation,36,0.5
intended_outcome,cultural_stewardship_and_preservation,intended_outcome,discovery_and_advisory,36,0.5
audience,students,primary_methodology,mixed_methods,36,0.5
audience,educators,primary_methodology,theoretical_or_conceptual,36,0.5
evidence_type,content_or_artifact_analysis,library_context,academic_library,36,0.5
intended_outcome,wellness_and_resilience,service_area,learning_and_literacy,36,0.5
intended_outcome,not_applicable,service_area,space_and_infrastructure,36,0.5
audience,not_applicable,library_context,public_library,36,0.5
evidence_type,implementation_case,intended_outcome,cultural_stewardship_and_preservation,35,0.5
intended_outcome,not_applicable,service_area,outreach_and_partnerships,35,0.5
audience,students,intended_outcome,wellness_and_resilience,35,0.5
intended_outcome,discovery_and_advisory,service_area,creation_and_making,35,0.5
audience,students,service_area,space_and_infrastructure,35,0.5
library_context,academic_library,primary_methodology,content_analysis,35,0.5
evidence_type,instrument_or_framework_development,intended_outcome,institutional_capacity,35,0.5
intended_outcome,learning_and_literacy,library_context,cultural_heritage_institution,34,0.5
primary_methodology,evidence_synthesis,service_area,professional_capacity,34,0.5
evidence_type,evidence_synthesis,service_area,professional_capacity,34,0.5
intended_outcome,equitable_access,primary_methodology,qualitative_study,34,0.5
service_area,community_and_inclusion,service_area,space_and_infrastructure,34,0.5
coding_confidence,low,library_context,public_library,34,0.5
intended_outcome,learning_and_literacy,service_area,cultural_heritage_and_research,34,0.5
intended_outcome,cultural_stewardship_and_preservation,primary_methodology,case_or_design_study,34,0.5
library_context,public_library,primary_methodology,unspecified,34,0.5
primary_methodology,content_analysis,service_area,collections_and_access,34,0.5
primary_methodology,qualitative_study,service_area,outreach_and_partnerships,33,0.5
evidence_type,evidence_synthesis,service_area,community_and_inclusion,33,0.5
evidence_type,instrument_or_framework_development,service_area,professional_capacity,33,0.5
primary_methodology,evidence_synthesis,service_area,community_and_inclusion,33,0.5
intended_outcome,wellness_and_resilience,primary_methodology,unspecified,33,0.5
intended_outcome,discovery_and_advisory,service_area,outreach_and_partnerships,33,0.5
coding_confidence,low,intended_outcome,wellness_and_resilience,33,0.5
intended_outcome,not_applicable,service_area,creation_and_making,33,0.5
audience,general_public,primary_methodology,survey,33,0.5
audience,children,service_area,collections_and_access,33,0.5
library_context,multiple_library_types,service_area,learning_and_literacy,33,0.5
library_context,cultural_heritage_institution,service_area,discovery_and_advisory,33,0.5
primary_methodology,mixed_methods,service_area,learning_and_literacy,33,0.5
audience,general_public,intended_outcome,engagement_and_participation,33,0.5
game_format,unspecified_game_format,library_context,library_school,32,0.4
library_context,library_school,peer_review,peer_reviewed,32,0.4
intended_outcome,wellness_and_resilience,library_context,unspecified_library_context,32,0.4
library_context,library_school,source_type,peer_reviewed_journal_article,32,0.4
evidence_type,implementation_case,service_area,programming_and_facilitation,32,0.4
intended_outcome,equitable_access,intended_outcome,institutional_capacity,32,0.4
evidence_type,implementation_case,intended_outcome,discovery_and_advisory,32,0.4
intended_outcome,discovery_and_advisory,primary_methodology,case_or_design_study,32,0.4
primary_methodology,survey,service_area,space_and_infrastructure,32,0.4
primary_methodology,experimental_study,service_area,learning_and_literacy,32,0.4
evidence_type,implementation_case,intended_outcome,engagement_and_participation,32,0.4
library_context,public_library,service_area,collections_and_access,31,0.4
intended_outcome,creativity_and_production,primary_methodology,experimental_study,31,0.4
evidence_type,empirical_study,library_context,multiple_library_types,31,0.4
evidence_type,evidence_synthesis,intended_outcome,engagement_and_participation,31,0.4
intended_outcome,not_applicable,service_area,cultural_heritage_and_research,31,0.4
intended_outcome,engagement_and_participation,primary_methodology,evidence_synthesis,31,0.4
evidence_type,implementation_case,library_context,school_library,30,0.4
primary_methodology,theoretical_or_conceptual,service_area,community_and_inclusion,30,0.4
primary_methodology,experimental_study,service_area,collections_and_access,30,0.4
intended_outcome,creativity_and_production,service_area,space_and_infrastructure,30,0.4
audience,general_public,service_area,community_and_inclusion,30,0.4
intended_outcome,learning_and_literacy,primary_methodology,mixed_methods,30,0.4
audience,teens,intended_outcome,not_applicable,30,0.4
intended_outcome,wellness_and_resilience,primary_methodology,survey,30,0.4
intended_outcome,engagement_and_participation,primary_methodology,case_or_design_study,29,0.4
intended_outcome,discovery_and_advisory,intended_outcome,equitable_access,29,0.4
audience,adults,coding_confidence,medium,29,0.4
evidence_type,instrument_or_framework_development,intended_outcome,engagement_and_participation,29,0.4
evidence_type,evidence_synthesis,intended_outcome,creativity_and_production,29,0.4
audience,older_adults,evidence_type,empirical_study,29,0.4
evidence_type,instrument_or_framework_development,service_area,community_and_inclusion,29,0.4
audience,adults,evidence_type,empirical_study,29,0.4
intended_outcome,creativity_and_production,primary_methodology,evidence_synthesis,29,0.4
audience,students,primary_methodology,theoretical_or_conceptual,29,0.4
library_context,multiple_library_types,service_area,collections_and_access,28,0.4
service_area,creation_and_making,service_area,programming_and_facilitation,28,0.4
intended_outcome,institutional_capacity,primary_methodology,evidence_synthesis,28,0.4
audience,educators,library_context,cultural_heritage_institution,28,0.4
audience,adults,library_context,unspecified_library_context,28,0.4
evidence_type,theoretical_or_conceptual,library_context,public_library,28,0.4
evidence_type,evidence_synthesis,intended_outcome,institutional_capacity,28,0.4
library_context,cultural_heritage_institution,service_area,community_and_inclusion,28,0.4
audience,older_adults,coding_confidence,medium,28,0.4
primary_methodology,case_or_design_study,service_area,programming_and_facilitation,28,0.4
coding_confidence,medium,library_context,multiple_library_types,28,0.4
audience,general_public,intended_outcome,institutional_capacity,27,0.4
intended_outcome,equitable_access,service_area,discovery_and_advisory,27,0.4
evidence_type,theoretical_or_conceptual,library_context,multiple_library_types,27,0.4
intended_outcome,equitable_access,service_area,creation_and_making,27,0.4
audience,students,evidence_type,content_or_artifact_analysis,27,0.4
intended_outcome,institutional_capacity,service_area,space_and_infrastructure,26,0.4
library_context,academic_library,primary_methodology,mixed_methods,26,0.4
intended_outcome,wellness_and_resilience,service_area,professional_capacity,26,0.4
audience,students,primary_methodology,content_analysis,26,0.4
audience,underserved_or_special_population,coding_confidence,medium,26,0.4
primary_methodology,content_analysis,service_area,discovery_and_advisory,26,0.4
audience,underserved_or_special_population,coding_confidence,low,26,0.4
evidence_type,implementation_case,service_area,outreach_and_partnerships,26,0.4
intended_outcome,cultural_stewardship_and_preservation,primary_methodology,qualitative_study,26,0.4
evidence_type,content_or_artifact_analysis,service_area,discovery_and_advisory,26,0.4
intended_outcome,cultural_stewardship_and_preservation,service_area,outreach_and_partnerships,25,0.3
library_context,academic_library,service_area,cultural_heritage_and_research,25,0.3
evidence_type,instrument_or_framework_development,intended_outcome,discovery_and_advisory,25,0.3
audience,underserved_or_special_population,evidence_type,empirical_study,25,0.3
audience,not_applicable,intended_outcome,wellness_and_resilience,25,0.3
audience,children,intended_outcome,not_applicable,25,0.3
intended_outcome,engagement_and_participation,primary_methodology,theoretical_or_conceptual,25,0.3
audience,children,intended_outcome,engagement_and_participation,24,0.3
audience,students,library_context,multiple_library_types,24,0.3
intended_outcome,equitable_access,library_context,school_library,24,0.3
intended_outcome,cultural_stewardship_and_preservation,service_area,creation_and_making,24,0.3
primary_methodology,theoretical_or_conceptual,service_area,creation_and_making,24,0.3
audience,underserved_or_special_population,primary_methodology,unspecified,24,0.3
evidence_type,implementation_case,intended_outcome,belonging_and_community,24,0.3
coding_confidence,low,library_context,library_school,24,0.3
intended_outcome,belonging_and_community,intended_outcome,cultural_stewardship_and_preservation,24,0.3
service_area,community_and_inclusion,service_area,cultural_heritage_and_research,24,0.3
audience,teens,service_area,collections_and_access,24,0.3
audience,educators,service_area,cultural_heritage_and_research,24,0.3
evidence_type,content_or_artifact_analysis,intended_outcome,creativity_and_production,23,0.3
intended_outcome,cultural_stewardship_and_preservation,primary_methodology,theoretical_or_conceptual,23,0.3
intended_outcome,creativity_and_production,primary_methodology,content_analysis,23,0.3
evidence_type,instrument_or_framework_development,library_context,school_library,23,0.3
audience,educators,audience,underserved_or_special_population,23,0.3
library_context,school_library,service_area,space_and_infrastructure,23,0.3
intended_outcome,equitable_access,service_area,space_and_infrastructure,23,0.3
intended_outcome,cultural_stewardship_and_preservation,service_area,professional_capacity,23,0.3
evidence_type,instrument_or_framework_development,service_area,creation_and_making,23,0.3
intended_outcome,belonging_and_community,service_area,discovery_and_advisory,23,0.3
evidence_type,empirical_study,evidence_type,implementation_case,22,0.3
audience,students,audience,underserved_or_special_population,22,0.3
service_area,creation_and_making,service_area,discovery_and_advisory,22,0.3
primary_methodology,case_or_design_study,service_area,outreach_and_partnerships,22,0.3
intended_outcome,creativity_and_production,library_context,cultural_heritage_institution,22,0.3
intended_outcome,institutional_capacity,service_area,cultural_heritage_and_research,22,0.3
audience,older_adults,library_context,unspecified_library_context,22,0.3
audience,general_public,intended_outcome,creativity_and_production,22,0.3
audience,teens,service_area,community_and_inclusion,22,0.3
library_context,library_school,primary_methodology,unspecified,22,0.3
intended_outcome,equitable_access,service_area,programming_and_facilitation,21,0.3
audience,general_public,intended_outcome,discovery_and_advisory,21,0.3
audience,families,source_type,peer_reviewed_journal_article,21,0.3
audience,families,peer_review,peer_reviewed,21,0.3
audience,underserved_or_special_population,service_area,community_and_inclusion,21,0.3
primary_methodology,theoretical_or_conceptual,service_area,professional_capacity,21,0.3
service_area,creation_and_making,service_area,professional_capacity,21,0.3
audience,families,game_format,unspecified_game_format,21,0.3
audience,students,primary_methodology,evidence_synthesis,21,0.3
library_context,school_library,primary_methodology,case_or_design_study,21,0.3
library_context,library_school,service_area,learning_and_literacy,21,0.3
audience,students,evidence_type,evidence_synthesis,21,0.3
audience,teens,primary_methodology,qualitative_study,21,0.3
audience,teens,evidence_type,theoretical_or_conceptual,21,0.3
intended_outcome,learning_and_literacy,library_context,multiple_library_types,21,0.3
evidence_type,theoretical_or_conceptual,library_context,library_school,21,0.3
audience,students,primary_methodology,experimental_study,20,0.3
intended_outcome,engagement_and_participation,primary_methodology,experimental_study,20,0.3
intended_outcome,equitable_access,library_context,cultural_heritage_institution,20,0.3
game_format,digital_game,peer_review,peer_reviewed,20,0.3
audience,underserved_or_special_population,intended_outcome,learning_and_literacy,20,0.3
game_format,digital_game,source_type,peer_reviewed_journal_article,20,0.3
audience,children,service_area,community_and_inclusion,20,0.3
library_context,school_library,service_area,creation_and_making,20,0.3
intended_outcome,belonging_and_community,primary_methodology,case_or_design_study,20,0.3
audience,underserved_or_special_population,service_area,collections_and_access,20,0.3
